dummy_businesspersonalities,dummy_celebrities,dummy_entertainmentleisurebusiness,dummy_hiphop,dummy_music,dummy_nbaplayers,dummy_news,dummy_politics,dummy_sports,dummy_sportsfigures,dummy_sportsfitnessbusiness,dummy_television,hashtags_count,mentions_count,tweet_external_urls_count,tweet_length,tweet_medias_count,tweet_sentiment,followers_count
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,302,1,-0.9337,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,280,0,0.9547,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142,0,-0.936,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,273,0,-0.8979,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,53,0,0.0,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,261,0,-0.6682,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77,2,0.0,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,250,0,-0.7579,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,275,0,-0.6404,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,302,0,0.6486,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,264,0,-0.296,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,182,0,-0.9274,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,308,1,0.0516,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,301,1,0.5927,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,273,0,-0.8557,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,227,0,-0.6249,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,62,0,-0.5859,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,303,1,0.171,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,270,4,0.7845,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,168,0,-0.4767,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,277,0,-0.6399,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,2,0.0,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45,0,0.6369,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,239,0,0.34,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,260,0,-0.3597,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26,0,0.6597,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,1,0.3182,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112,0,0.25,3010721
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25,0,0.0,3010721
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,58,1,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,148,2,0.6249,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,81,1,0.8977,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,147,1,0.3164,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,36,0,0.6369,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,127,1,0.4404,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,82,1,-0.7506,108265868
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,95,2,-0.128,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,75,1,0.4939,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60,1,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,134,3,0.4954,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,98,4,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,82,1,-0.34,108265868
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,74,1,0.6124,108265868
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,113,3,0.0772,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,262,0,0.9402,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,199,0,0.5038,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,223,1,0.0085,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,211,1,-0.4184,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18,0,0.6369,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,94,1,0.3612,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,72,1,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,31,1,0.6369,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,31,1,0.6369,108265868
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,146,1,0.7906,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,36,0,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,162,2,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,59,3,0.0,108265868
0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,50,2,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,43,3,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,33,3,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,44,2,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,261,0,0.8217,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,225,1,0.9292,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,140,1,0.8313,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,273,3,0.5423,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,122,1,-0.2263,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,91,0,0.0,108265868
0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,292,1,0.7469,108265868
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,116,3,0.6908,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,138,4,0.3182,108265868
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,39,1,0.2732,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60,1,0.4588,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,118,1,0.5423,108265868
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,127,3,0.8361,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,294,1,0.7579,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,65,1,0.0,108265868
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,82,1,0.5574,108265868
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,169,1,-0.5423,108265868
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,70,1,-0.1027,108265868
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,138,3,0.5719,108265868
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,33,0,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,145,3,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,148,3,0.0,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,38,1,0.0,108265868
0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,66,0,0.8555,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,98,0,0.8555,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,94,3,0.9432,108265868
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137,4,0.6486,108265868
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,183,1,0.5399,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,116,1,-0.2244,108265868
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,180,3,0.1531,108265868
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,222,0,0.7794,14032338
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,219,0,0.8357,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,3,0.765,14032338
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,180,0,0.8323,14032338
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,224,0,0.4199,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0.6369,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0.8481,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0.6239,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0.0,14032338
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0.9661,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0.8402,14032338
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,114,1,0.0,14032338
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,173,2,0.9349,14032338
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,157,0,0.5247,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,1,0.9643,14032338
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,280,0,0.8689,14032338
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,132,0,0.9184,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0.5719,14032338
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,42,0,0.6688,14032338
1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,90,1,0.6239,14032338
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,167,1,0.923,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,246,3,0.902,14032338
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,70,1,-0.1877,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,-0.4215,14032338
1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,227,0,0.6833,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,0,0.6486,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246,0,0.807,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,1,0.9748,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215,0,0.93,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276,0,0.7351,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1,0.8316,14032338
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,265,3,0.4404,14032338
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0.7717,14032338
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,58,0,0.8619,142653
0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,28,0,0.0,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,32,0,0.0,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,166,1,0.6124,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,117,1,0.0,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,42,0,0.0,34912268
0,0,1,1,1,0,1,0,0,0,0,0,0,2,1,110,1,0.5411,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,57,1,0.4939,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,98,1,0.4939,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,25,0,0.0,34912268
0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,130,0,-0.6259,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,16,0,-0.7906,34912268
0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,37,0,-0.2411,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,99,0,0.8856,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,26,0,0.0,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,200,1,0.2003,34912268
0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,148,1,0.4939,34912268
0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,110,0,0.0,34912268
0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,177,0,0.7135,34912268
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,47,1,0.0,170756
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,38,2,0.6369,170756
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,34,0,-0.3164,170756
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,26,0,0.0,170756
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,49,1,0.0,170756
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,291,4,0.9732,88270
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,83,1,-0.7269,88270
0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,55,0,0.0,88270
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,70,1,0.0,88270
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,190,4,0.7057,88270
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,55,4,0.0,88270
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,33,0,0.4404,88270
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,58,4,0.5106,88270
0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,44,0,0.0,88270
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,51,1,0.0,88270
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,38,0,0.6705,88270
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,79,4,0.8316,88270
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,58,1,0.2263,88270
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0.7712,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,43,0,0.0,809308
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,1,0.9302,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,46,1,0.8126,809308
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,77,0,0.0,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,65,1,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,-0.6553,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,271,0,0.5423,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0.0,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,146,0,0.9443,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0.0,809308
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0.4199,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,0,0.4926,809308
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,217,1,0.7322,809308
0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,110,0,0.9295,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0.5267,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,123,0,0.5423,809308
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,177,0,-0.5915,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0.0,809308
0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,181,0,0.335,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,252,0,0.8309,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,67,0,0.0,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266,0,0.4882,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,0,-0.7469,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0.4738,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0.4738,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0.4738,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,136,0,-0.2225,809308
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,-0.4404,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,62,0,0.7345,809308
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,52,1,0.0,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,65,0,0.0,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,60,0,0.0,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,76,0,0.457,809308
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,232,1,0.4926,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,223,0,-0.7579,809308
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,221,1,-0.5106,809308
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,69,0,-0.2225,809308
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,129,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,155,0,0.0,809308
0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,69,0,0.508,809308
0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,98,1,0.4404,809308
0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,149,0,0.7027,809308
0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,105,0,0.6996,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1,0.0,809308
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,259,0,0.5789,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0,0.5574,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0.0,809308
0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,76,0,0.0,809308
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,216,0,0.816,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,-0.3818,809308
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,80,0,0.7184,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,0,-0.6322,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0.8176,809308
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,102,0,0.807,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,265,2,0.5704,809308
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,264,4,0.6486,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,232,0,0.6688,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,25,0,0.0,809308
0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,165,1,0.4139,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,102,0,0.5719,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,33,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0.0,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,185,0,-0.4019,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,249,0,-0.8655,809308
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0.2247,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,302,0,0.9688,809308
0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,177,0,0.7616,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,213,0,-0.0258,809308
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,239,2,0.9467,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0.3182,809308
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,107,0,0.5994,809308
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,260,0,0.7569,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,276,2,0.9188,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0.0,809308
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220,1,0.7351,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0.4404,809308
0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,154,0,0.1027,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,82,0,0.0,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,56,0,0.3182,809308
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0.8061,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0.6369,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,-0.4019,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0.6077,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,-0.4588,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0.3365,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0.8271,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,-0.5859,809308
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0.3818,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0.4404,809308
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,256,0,-0.5764,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0.128,809308
0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,80,0,0.2023,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,-0.3595,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,-0.5574,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27,0,0.8271,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,0,0.4019,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57,0,0.8705,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0,0.264,809308
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,0,0.7906,809308
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,152,0,0.8658,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0.9756,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,-0.9337,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,258,0,-0.3612,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,297,0,-0.7093,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,101,0,-0.6988,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,36,0,0.4912,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,192,0,-0.8868,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0.0,809308
0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,247,1,0.3971,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,107,0,-0.6783,809308
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,214,0,-0.7999,809308
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,293,0,0.1071,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0.0,809308
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,267,0,-0.7149,809308
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,31,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0,0.0,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,60,0,-0.6072,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0.4215,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,256,0,-0.6786,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0.3987,809308
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,95,0,0.6229,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0.6826,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,0,-0.34,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0.2263,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0.0,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,127,0,0.0,809308
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,-0.6808,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,0.0,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,0,0.2023,809308
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,268,0,0.4497,809308
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,144,0,-0.3919,809308
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,93,0,0.858,809308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0.4404,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0.0,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,93,0,0.3802,809308
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,127,0,0.2389,809308
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,12,0,-0.34,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,26,0,-0.34,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,22,0,0.0,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,26,0,0.0,231058
0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,26,0,0.6988,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,32,0,0.6369,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,17,0,0.0,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,32,0,0.7964,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,49,0,-0.2023,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,235,0,0.34,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,11,0,0.0,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,23,0,-0.4939,231058
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,33,0,0.0,231058
