dummy_entertainment,dummy_entertainmentleisurebusiness,dummy_jeanlucmlenchon,dummy_nikosaliagas,dummy_politicalfigures,dummy_soccer,hashtags_count,mentions_count,tweet_external_urls_count,tweet_length,tweet_medias_count,followers_count,impression_count
0,0,0,0,0,0,0,3,0,39,0,2110529,102
0,0,0,0,0,0,0,3,0,43,0,2110529,1179
0,0,0,0,0,0,0,3,0,41,0,2110529,1347
0,0,0,0,0,0,0,4,0,59,0,2110529,125
0,0,0,0,0,0,0,3,0,38,0,2110529,352
0,0,0,0,0,0,0,3,0,39,0,2110529,212
0,0,0,0,0,0,0,3,0,45,0,2110529,287
0,0,0,0,0,0,0,3,0,38,0,2110529,241
0,0,0,0,0,0,0,2,0,63,0,2110529,44772
0,0,0,0,0,0,0,4,0,57,0,2110529,261
0,0,0,0,0,0,0,4,0,54,0,2110529,317
0,0,0,0,0,0,0,2,0,179,0,2110529,12176
0,0,0,0,0,0,0,2,0,46,0,2110529,154
0,0,0,0,0,0,0,3,0,45,0,2110529,3989
0,0,0,0,0,0,0,3,0,33,0,2110529,3850
0,0,0,0,0,0,0,2,0,35,0,2110529,128
0,0,0,0,0,0,0,3,0,36,0,2110529,231
0,0,0,0,0,0,0,2,0,172,0,2110529,15526
0,0,0,0,0,0,0,3,0,43,0,2110529,481
0,0,0,0,0,0,0,2,0,90,0,2110529,96909
0,0,0,0,0,0,0,3,0,65,0,2110529,444
0,0,0,0,0,0,0,3,0,32,0,2110529,413
0,0,0,0,0,0,0,3,0,35,0,2110529,369
0,0,0,0,0,0,0,2,0,63,1,2110529,14469
0,0,0,0,0,0,0,2,0,74,0,2110529,38740
0,0,0,0,0,0,0,5,0,76,0,2110529,387
0,0,0,0,0,0,0,3,0,43,0,2110529,151
0,0,0,0,0,0,0,4,0,53,0,2110529,442
0,0,0,0,0,0,0,1,0,22,0,2110529,7198
0,0,0,0,0,0,0,2,0,33,0,2110529,16416
0,1,0,0,0,0,0,3,0,278,0,2110529,21841
0,0,0,0,0,0,0,1,1,232,0,2110529,95122
0,0,0,0,0,0,0,2,0,69,1,2110529,48680
0,0,0,0,0,0,0,3,0,45,0,2110529,30708
0,0,0,0,0,0,0,2,0,169,0,2110529,37188
0,0,0,0,0,0,0,3,0,41,0,2110529,533
0,0,0,0,0,0,0,1,0,24,0,2110529,30726
0,0,0,0,0,0,0,2,0,49,0,2110529,26629
0,0,0,0,0,0,0,2,0,96,0,2110529,58592
0,0,0,0,0,0,0,3,0,41,0,2110529,22835
0,0,0,0,0,0,0,2,0,170,0,2110529,26371
0,0,0,0,0,0,0,2,0,68,0,2110529,47785
0,0,0,0,0,0,0,2,0,43,0,2110529,26251
0,0,0,0,0,0,0,2,0,60,0,2110529,27310
0,0,0,0,0,0,0,3,0,58,0,2110529,510
0,0,0,0,0,0,0,3,0,50,0,2110529,1660
0,0,0,0,0,0,0,3,0,42,0,2110529,434
0,0,0,0,0,0,0,3,0,68,0,2110529,837
0,0,0,0,1,0,0,3,0,69,0,2110529,849
0,0,0,0,0,0,0,2,0,274,0,2110529,56641
0,0,0,0,0,0,0,3,0,92,0,2110529,2158
0,0,0,0,0,0,0,3,0,69,0,2110529,1024
0,0,0,0,0,0,0,3,0,36,0,2110529,898
0,0,0,0,0,0,0,3,0,101,0,2110529,644
0,0,0,0,0,0,0,5,0,114,0,2110529,1384
0,0,0,0,0,0,0,1,0,69,0,2110529,29013
0,0,0,0,0,0,0,2,0,299,1,2110529,83351
0,0,0,0,0,0,0,4,0,68,0,2110529,659
0,0,0,0,0,0,0,2,0,108,0,2110529,43082
0,0,0,0,0,0,0,3,0,154,0,2110529,516
0,0,0,0,0,0,0,2,0,37,0,2110529,410
0,0,0,0,0,0,0,2,0,64,0,2110529,20819
0,0,0,0,0,0,0,2,0,30,0,2110529,22271
0,0,0,0,0,0,0,3,0,43,0,2110529,23188
0,0,0,0,0,0,0,2,0,39,0,2110529,363
0,0,0,0,0,0,0,3,0,36,0,2110529,1022
0,0,0,0,0,0,0,2,0,93,0,2110529,20800
0,0,0,0,0,0,0,1,0,20,0,2110529,198
0,0,0,0,0,0,0,2,0,47,0,2110529,34512
0,0,0,0,0,0,0,1,0,46,0,2110529,43367
0,0,0,0,0,0,0,3,0,51,0,2110529,225
0,0,0,0,0,0,0,2,0,33,0,2110529,61046
0,0,0,0,0,0,0,2,0,54,0,2110529,36469
0,0,0,0,0,0,0,1,0,62,0,2110529,7069
0,0,0,0,0,0,0,1,0,58,0,2110529,657
0,0,0,0,0,0,0,1,0,21,0,2110529,6123
0,0,0,0,0,0,0,1,0,25,0,2110529,64787
0,0,0,0,0,0,0,2,0,30,0,2110529,7322
0,0,0,0,0,0,0,3,0,57,0,2110529,1235
0,0,0,0,0,0,0,3,0,67,0,2110529,215
0,0,0,0,0,0,0,2,0,135,0,2110529,355
0,0,0,0,0,0,0,2,0,80,0,2110529,7350
0,0,0,0,0,0,0,1,0,116,0,2110529,20361
0,0,0,0,0,0,0,1,0,38,0,2110529,14374
0,0,0,0,0,0,0,2,0,37,0,2110529,196
1,0,0,0,0,0,0,2,0,35,0,2110529,9173
0,0,0,0,0,0,0,1,0,25,0,2110529,2386
0,0,0,0,0,0,0,2,0,20,0,2110529,6945
0,0,0,0,0,0,0,2,0,84,0,2110529,33681
0,0,0,0,0,0,0,2,0,204,0,2110529,40422
0,0,0,0,0,0,0,1,0,274,0,2110529,123374
0,0,0,0,0,0,0,4,0,245,1,2110529,53884
0,0,0,0,0,0,0,3,0,132,0,2110529,85043
0,0,0,0,0,0,0,3,0,50,0,2110529,897
0,0,0,0,0,0,0,3,0,36,0,2110529,545
0,0,0,0,0,0,0,1,0,57,0,2110529,541
0,0,0,0,0,0,0,3,0,43,0,2110529,1073
0,0,0,0,0,0,0,3,0,43,0,2110529,631
0,0,0,0,0,0,0,2,0,91,1,2110529,32244
0,0,0,0,0,0,0,2,0,218,0,2110529,32315
0,0,0,0,0,0,0,1,0,55,0,2110529,7892
0,0,0,0,0,0,0,1,0,25,0,2110529,3652
0,0,0,0,0,0,0,1,0,97,0,2110529,127632
0,0,0,0,0,0,0,1,0,20,0,2110529,5390
0,0,0,0,0,0,0,2,0,37,0,2110529,5608
0,0,0,0,0,0,0,2,0,78,0,2110529,22709
0,0,0,0,0,0,0,4,0,49,0,2110529,409
0,0,0,0,0,0,0,0,1,41,0,2110529,35935
0,0,0,0,0,0,0,3,0,44,0,2110529,193
0,0,0,0,0,0,0,3,0,37,0,2110529,184
0,0,0,0,0,0,0,1,0,27,0,2110529,693
0,0,0,0,0,0,0,3,0,79,0,2110529,21353
0,0,0,0,0,0,0,2,0,29,0,2110529,16571
0,0,0,0,0,0,0,1,0,56,0,2110529,20741
0,0,0,0,0,0,0,1,0,116,0,2110529,8736
0,0,0,0,0,0,0,3,0,273,0,2110529,108525
0,0,0,0,0,0,0,2,1,232,0,2110529,141384
0,0,0,0,0,0,0,2,0,156,0,2110529,50980
0,0,0,0,1,0,0,3,0,249,1,2110529,140667
0,0,0,0,1,0,0,2,0,104,0,2110529,13790
0,0,0,0,1,0,0,3,0,33,0,2110529,730
0,1,0,0,0,0,0,2,0,90,0,2110529,15127
0,0,0,0,1,0,0,3,0,98,0,2110529,21853
0,0,0,0,1,0,0,2,0,70,0,2110529,36515
0,0,0,0,1,0,0,3,0,36,0,2110529,15233
0,0,0,0,1,0,0,3,0,43,0,2110529,251
0,0,0,0,1,0,0,2,0,94,0,2110529,56032
0,0,0,0,1,0,0,2,0,32,0,2110529,46016
0,0,0,0,1,0,0,2,0,273,0,2110529,54880
0,0,0,0,0,0,0,0,1,36,0,2110529,369411
0,0,0,0,0,0,0,3,0,56,0,2110529,5340
0,0,0,0,0,0,0,0,1,126,0,2110529,127116
0,0,0,0,0,0,0,4,0,56,0,2110529,3702
0,0,0,0,0,0,0,4,0,49,0,2110529,4192
0,0,0,0,0,0,0,8,0,116,0,2110529,587
0,0,0,0,0,0,0,5,0,64,0,2110529,318
0,0,0,0,0,0,0,4,0,313,0,2110529,4222
0,0,0,0,0,0,0,3,0,234,1,2110529,440078
0,0,0,0,0,0,0,4,0,44,0,2110529,699
0,0,0,0,0,0,0,4,0,109,0,2110529,533
0,0,0,0,0,0,0,2,0,31,0,2110529,271
0,0,0,0,0,0,0,3,0,65,0,2110529,47932
0,0,0,0,0,0,0,2,0,122,0,2110529,198765
0,0,0,0,0,0,0,2,0,68,1,2110529,36227
0,0,0,0,0,0,0,2,0,32,0,2110529,646
0,0,0,0,0,0,0,3,0,40,0,2110529,424
0,0,0,0,0,0,0,2,0,79,0,2110529,36044
0,0,0,0,0,0,0,2,0,36,0,2110529,18523
0,0,0,0,0,0,0,3,0,148,0,2110529,290961
0,0,0,0,0,0,0,2,0,232,0,2110529,35044
0,0,0,0,0,0,0,2,0,61,1,2110529,29985
0,0,0,0,0,0,0,2,0,23,0,2110529,160
0,0,0,0,0,0,0,3,0,38,0,2110529,349
0,0,0,0,0,0,0,2,0,29,0,2110529,165
0,0,0,0,0,0,0,1,0,25,0,2110529,151
0,0,0,0,0,0,0,1,0,14,0,2110529,14921
0,0,0,0,1,0,0,3,0,41,0,2110529,147
0,0,0,0,0,0,0,3,0,40,0,2110529,290
0,0,0,0,0,0,0,3,0,34,0,2110529,432
0,0,0,0,0,0,0,3,0,39,0,2110529,396
0,0,0,0,0,0,0,1,0,17,0,2110529,7493
0,0,0,0,0,0,0,3,0,38,0,2110529,128
0,0,0,0,0,0,0,3,0,38,0,2110529,359
0,0,0,0,0,0,0,1,0,19,0,2110529,124
0,0,0,0,0,0,0,3,0,35,0,2110529,371
0,0,0,0,0,0,0,2,0,42,0,2110529,155
0,0,0,0,0,0,0,3,0,33,0,2110529,276
0,0,0,0,0,0,0,1,0,22,0,2110529,106
0,0,0,0,0,0,0,2,0,37,0,2110529,41378
0,0,0,0,0,0,0,2,0,62,0,2110529,42247
0,0,0,0,0,0,0,2,0,258,0,2110529,54269
0,0,0,0,0,0,0,1,0,83,0,2110529,253734
0,0,0,0,0,0,1,2,0,245,0,2110529,186766
0,0,0,0,0,0,1,1,0,249,0,2110529,167668
0,0,0,0,0,0,0,3,0,278,0,2110529,192463
0,0,0,0,0,0,0,2,0,270,1,2110529,187996
0,0,0,0,0,0,0,2,0,71,0,2110529,45489
0,0,0,0,0,0,0,2,0,127,0,2110529,45084
0,0,0,0,0,0,0,4,0,185,0,2110529,836
0,0,0,0,0,0,0,3,0,42,0,2110529,1934
0,1,0,0,0,0,1,2,0,79,0,2110529,28379
0,0,0,0,0,0,0,3,0,159,0,2110529,29088
0,0,0,0,0,0,0,2,0,76,0,2110529,482
0,0,0,0,0,0,0,1,0,46,0,2110529,416
0,0,0,0,0,0,0,3,0,61,0,2110529,9064
0,0,0,0,0,0,0,2,0,104,0,2110529,75042
0,0,0,0,0,0,0,3,0,35,0,2110529,8877
0,0,0,0,0,0,0,2,0,37,0,2110529,519
0,0,0,0,0,0,0,3,0,49,0,2110529,8252
0,0,0,0,0,0,0,2,0,49,0,2110529,26681
0,0,0,0,0,0,0,3,0,45,0,2110529,7976
0,0,0,0,0,0,0,3,0,80,0,2110529,8150
0,0,0,0,0,0,0,5,0,189,0,2110529,10273
0,0,0,0,0,0,0,2,0,46,0,2110529,143394
0,0,0,0,0,0,0,2,0,178,0,2110529,353122
0,0,0,0,0,0,0,2,0,278,0,2110529,47809
0,0,0,0,0,0,0,2,1,158,0,2110529,101738
0,0,0,0,0,0,0,2,0,70,1,2110529,54392
0,0,0,0,0,0,0,2,0,107,0,2110529,66705
0,0,0,0,0,0,0,1,0,53,0,2110529,131739
0,0,0,0,0,0,0,2,0,279,0,2110529,108357
0,0,0,0,0,0,0,2,0,67,0,2110529,61859
0,1,0,0,0,0,0,2,0,279,0,2110529,56695
0,0,0,0,0,0,0,3,0,184,0,2110529,154954
0,0,0,0,0,0,3,1,0,297,1,138010,1587
0,0,0,0,0,0,4,0,0,292,1,138010,26889
0,0,0,0,0,0,3,0,1,284,0,138010,9625
0,0,0,0,1,0,7,1,1,310,0,138010,24825
0,0,0,1,0,0,3,0,1,116,0,138010,9510
0,0,0,0,1,0,5,0,1,275,0,138010,19177
0,0,0,0,0,0,4,1,1,280,0,138010,10822
0,0,0,0,0,0,4,0,0,293,1,138010,13396
0,0,0,0,0,0,4,0,0,300,1,138010,23032
0,0,1,0,1,0,6,0,1,280,0,138010,165431
0,0,0,0,0,0,5,0,0,278,0,138010,15564
0,0,1,0,1,0,2,0,1,278,0,138010,15740
1,0,0,0,0,0,1,0,1,283,0,138010,24201
0,0,0,0,1,0,7,0,1,310,1,138010,17142
0,0,0,0,0,0,5,1,0,300,1,138010,16862
0,0,0,0,0,0,3,0,0,139,1,138010,77325
0,0,0,0,0,0,4,1,1,274,0,138010,21403
0,0,0,0,1,0,6,0,0,297,1,138010,64458
0,0,0,0,0,0,3,0,0,301,1,138010,28808
0,0,0,0,1,0,2,0,0,101,0,138010,429387
0,0,0,0,1,0,2,0,0,145,1,138010,19534
0,0,0,0,1,0,6,0,0,304,1,138010,1332959
0,0,0,0,1,0,5,0,0,295,1,138010,40890
0,0,0,0,1,0,4,1,1,282,0,138010,40573
0,0,0,0,1,0,4,0,1,283,0,138010,42216
0,0,0,0,1,0,4,0,1,211,0,138010,9055
0,0,0,0,1,0,0,0,1,40,0,138010,19073
0,0,0,0,1,0,7,0,1,254,0,138010,303620
0,0,0,0,0,0,4,2,0,314,1,138010,62412
0,0,0,0,1,0,5,1,1,290,0,138010,25586
1,0,0,0,0,0,1,1,1,105,0,138010,85362
1,0,0,0,0,0,3,2,0,300,1,138010,85063
0,0,0,1,0,0,5,2,0,250,2,138010,37510
0,0,0,0,0,0,2,1,1,279,0,138010,7411
1,1,0,0,0,0,5,2,1,311,0,138010,24986
0,0,0,0,1,0,3,0,1,276,0,138010,9932
0,0,0,0,1,0,5,2,1,277,0,138010,7644
0,0,0,0,1,0,7,0,1,297,0,138010,200733
0,0,0,0,1,0,7,0,1,193,0,138010,16158
0,0,0,0,1,0,8,0,0,308,1,138010,174575
0,0,0,0,1,0,4,1,0,285,2,138010,259127
0,0,0,0,1,0,4,1,0,296,2,138010,54721
0,0,0,0,0,0,7,1,0,294,2,138010,21624
0,0,0,0,0,0,3,0,0,136,1,138010,43200
0,1,0,0,0,0,3,1,0,310,1,138010,22023
1,1,0,0,0,0,1,3,1,267,0,138010,16900
0,0,0,0,1,0,3,0,1,111,0,138010,18748
0,0,0,0,1,0,5,0,1,209,0,138010,8344
0,0,0,0,1,0,4,0,1,303,0,138010,7338
0,0,0,0,1,0,4,0,1,224,0,138010,6679
0,1,0,0,0,0,1,1,1,266,0,138010,3893
0,0,0,0,0,0,4,0,1,199,0,138010,19669
1,0,0,0,0,0,2,1,1,299,0,138010,9527
0,0,0,0,1,0,3,0,1,301,0,138010,5812
1,0,0,0,0,0,3,0,1,151,0,138010,7920
0,0,0,0,1,0,5,0,1,299,0,138010,13541
0,0,0,0,1,0,4,1,0,304,1,138010,12809
0,0,0,0,0,0,2,1,1,263,0,138010,24920
0,0,0,0,1,0,6,0,0,293,1,138010,87981
0,0,0,0,1,0,5,0,0,264,1,138010,31864
0,0,0,0,1,0,4,0,0,268,1,138010,71638
0,0,0,0,0,0,3,4,0,209,1,138010,34930
0,0,0,0,1,0,6,1,0,297,1,138010,90584
0,0,0,0,0,0,6,0,1,308,0,138010,24022
0,1,0,0,0,0,2,1,1,306,0,138010,14890
0,0,0,0,1,0,5,1,0,279,1,138010,151982
0,0,0,0,1,0,7,0,0,306,1,138010,62614
0,0,0,0,1,0,3,1,0,303,1,138010,48855
0,0,0,0,1,0,6,0,0,267,0,138010,66729
0,0,0,0,1,0,3,0,1,277,0,138010,39500
0,0,0,0,0,0,3,1,0,292,1,138010,21706
0,0,0,0,0,0,2,1,0,280,1,138010,24034
0,0,0,0,1,0,4,0,0,301,2,138010,61451
0,0,0,0,1,0,6,2,0,304,1,138010,193748
1,0,0,0,0,0,4,0,0,252,1,138010,83971
0,0,0,0,1,0,5,1,0,286,1,138010,7907
0,0,0,0,1,0,5,1,0,300,1,138010,14583
0,0,0,0,1,0,5,0,1,308,0,138010,8753
0,0,0,0,1,0,3,2,1,310,0,138010,7429
0,0,0,0,1,0,5,0,1,274,0,138010,10391
0,0,0,0,1,0,6,0,1,308,0,138010,31043
0,0,0,0,1,0,7,0,1,307,0,138010,16738
0,0,0,0,1,0,3,0,1,303,0,138010,40785
0,0,0,0,0,0,4,0,0,306,1,138010,10015
0,0,0,0,0,0,3,0,0,303,1,138010,37266
0,0,0,0,1,0,4,0,0,253,1,138010,166791
0,0,0,0,0,0,4,1,1,279,0,138010,4489
0,0,0,0,0,0,4,0,1,284,0,138010,4800
0,0,0,0,1,0,2,0,0,254,0,138010,15044
0,0,0,0,1,0,3,0,0,277,0,138010,40764
0,0,0,0,1,0,2,0,0,280,0,138010,51992
0,0,0,0,1,0,2,0,0,269,0,138010,25020
0,0,0,0,1,0,5,0,0,308,2,138010,8277
0,0,0,0,1,0,3,0,0,227,0,138010,107767
0,0,0,0,1,0,1,0,1,181,0,138010,21022
0,0,0,0,1,0,4,0,1,303,0,138010,64237
0,0,0,0,0,0,2,2,1,301,0,138010,64953
0,0,0,0,0,0,2,1,1,302,0,138010,7161
0,0,0,0,0,0,4,1,1,268,0,138010,23264
0,0,0,0,1,0,5,0,0,156,1,138010,57149
0,0,0,0,1,0,9,0,0,280,0,138010,20158
1,0,0,0,0,0,2,0,0,303,1,138010,15663
0,0,0,0,0,0,4,0,0,279,0,138010,35352
0,0,0,0,0,0,3,1,1,298,0,138010,63699
0,0,0,0,1,0,4,0,1,288,0,138010,310057
0,0,0,0,1,0,6,0,1,304,0,138010,147795
0,0,0,0,0,0,2,2,1,280,0,138010,9051
0,0,0,0,0,0,4,0,1,192,0,138010,11587
0,0,0,0,1,0,3,1,0,198,1,138010,100188
0,0,0,0,1,0,4,0,1,297,0,138010,67134
0,0,0,0,1,0,5,0,0,237,1,138010,271333
0,0,0,0,1,0,5,0,0,308,1,138010,310308
0,0,0,0,0,0,4,0,0,274,0,138010,57684
0,0,0,0,0,0,4,0,0,279,0,138010,41165
0,0,0,0,1,0,3,0,0,288,0,138010,34810
0,0,0,0,1,0,3,1,1,226,0,138010,8543
0,0,0,0,0,0,2,0,1,106,0,138010,6721
0,0,0,0,0,0,6,1,0,307,1,138010,14759
0,0,0,0,0,0,5,0,0,304,1,138010,141685
0,0,0,0,1,0,3,0,1,188,0,138010,69544
0,0,0,0,1,0,4,0,0,308,1,138010,16155
0,0,0,0,1,0,3,0,0,304,1,138010,47700
0,0,0,0,0,0,3,0,0,301,1,138010,62197
0,0,0,0,0,0,3,0,1,297,0,138010,15626
0,0,0,0,1,0,4,0,0,304,1,138010,352436
0,0,0,0,0,0,4,0,1,301,0,138010,11843
0,0,0,0,1,0,3,0,0,206,0,138010,18489
0,0,0,0,0,0,3,1,1,277,0,138010,23654
0,0,0,0,1,0,0,1,0,62,0,126913,69964
1,0,0,0,0,0,2,1,1,303,1,166186,4464
0,0,0,1,0,0,1,1,1,121,1,166186,3138
1,0,0,0,0,0,3,0,1,279,4,166186,9442
0,0,0,1,0,0,0,1,1,63,0,166186,1202
0,0,0,1,0,0,1,2,1,109,0,166186,1695
0,0,0,1,0,0,5,2,1,184,4,166186,8488
0,0,0,1,0,0,1,3,1,184,1,166186,27440
0,0,0,1,0,0,2,0,0,287,1,166186,12515
0,0,0,1,0,0,1,3,1,109,1,166186,2579
0,0,0,1,0,0,2,0,1,300,1,166186,84894
0,0,0,1,0,0,2,1,1,289,1,166186,64648
1,0,0,0,0,0,1,0,1,154,0,55355,1642
1,1,0,0,0,0,2,1,0,303,1,55355,1416
1,1,0,0,0,0,0,4,0,295,1,55355,2918
0,0,0,0,0,0,1,1,0,294,4,55355,1484
1,0,0,0,0,0,0,8,0,267,0,55355,716
1,0,0,0,0,0,0,1,1,84,0,55355,1828
0,0,0,1,0,0,0,2,0,219,1,55355,2354
1,0,0,0,0,0,2,1,1,282,1,55355,3809
1,0,0,0,0,0,0,0,1,100,0,55355,1483
0,0,0,1,0,0,1,3,1,174,0,55355,2191
0,0,0,0,0,0,0,0,0,63,2,55355,3006
1,0,0,0,0,0,0,3,0,274,1,55355,2548
0,0,0,1,0,0,0,2,0,301,2,55355,4504
0,0,0,1,0,0,0,6,0,252,1,55355,2861
1,0,0,0,0,0,0,11,0,209,0,55355,3802
0,0,0,1,0,0,0,3,0,39,0,55355,206
0,1,0,0,0,0,0,5,0,129,0,55355,4919
0,1,0,0,0,0,0,1,0,59,0,55355,100
0,1,0,0,0,0,0,0,0,281,0,55355,1109
0,0,0,1,0,0,0,1,1,277,0,55355,825
0,0,0,1,0,0,1,2,1,236,0,55355,1855
0,0,0,1,0,0,0,1,1,277,0,55355,3861
1,0,0,0,0,0,0,10,0,169,0,55355,106
1,0,0,0,0,0,0,10,1,218,0,55355,387
1,0,0,0,0,0,0,5,1,138,0,55355,680
1,0,0,0,0,0,0,1,1,74,0,55355,460
1,0,0,0,0,0,0,1,0,273,0,55355,648
1,0,0,0,0,0,0,9,0,120,0,55355,169
0,0,0,0,1,0,0,6,1,329,1,55355,2634
1,0,0,0,0,0,0,7,0,110,0,55355,103
1,0,0,0,0,0,0,5,0,150,0,55355,314
0,0,0,1,0,0,0,11,0,279,0,55355,9761
1,0,0,0,0,0,0,2,0,319,1,55355,1274
1,0,0,0,0,0,0,1,1,105,0,55355,1395
1,0,0,0,0,0,0,1,0,74,0,55355,218
1,0,0,0,0,0,0,1,1,108,0,55355,1340
0,0,0,1,0,0,0,3,1,304,1,55355,3126
0,0,0,1,0,0,0,2,1,123,0,55355,637
1,0,0,0,0,0,0,5,1,195,0,55355,3072
0,1,0,0,0,0,0,0,0,153,1,55355,1848
1,0,0,0,0,0,0,2,0,95,0,55355,103
0,0,0,0,0,0,0,1,0,41,0,55355,590
0,0,0,0,0,0,0,4,1,309,0,55355,1090
1,0,0,0,0,0,0,1,1,106,0,55355,586
0,0,0,0,0,0,0,2,1,288,1,55355,495
0,0,0,1,0,0,0,7,1,286,0,55355,3406
1,1,0,0,0,0,1,5,1,280,0,55355,6019
1,1,0,0,0,0,0,1,1,100,0,55355,628
0,0,0,0,0,0,0,2,0,68,1,55355,1112
0,0,0,0,0,0,0,4,1,253,0,55355,955
0,0,0,1,0,0,1,0,1,171,0,55355,262
0,0,0,1,0,0,0,1,1,173,0,55355,394
0,0,0,0,0,0,0,4,0,118,0,55355,234
0,0,0,0,0,0,0,2,0,279,0,55355,289
0,0,0,0,0,0,0,2,0,276,1,55355,4731
0,0,0,0,0,0,0,2,1,117,0,55355,444
1,0,0,0,0,0,0,2,0,260,1,55355,1692
0,0,0,0,0,0,0,3,0,55,0,55355,133
1,0,0,0,0,0,0,0,0,55,0,55355,1707
0,0,0,0,0,0,0,2,0,250,1,55355,1320
1,1,0,0,0,0,0,3,1,263,0,55355,936
0,0,0,1,0,0,2,1,1,317,1,55355,513
0,0,0,0,0,0,0,13,0,260,1,55355,1256
0,1,0,0,0,0,1,0,1,118,1,55355,857
0,0,0,0,0,0,0,2,1,112,0,55355,210
0,0,0,1,0,0,0,1,1,77,0,55355,360
0,0,0,0,0,0,0,0,1,58,0,55355,2223
1,1,0,0,0,0,2,2,0,236,1,55355,2884
1,0,0,0,0,0,0,2,1,102,0,55355,413
0,0,0,0,0,1,0,1,0,73,1,12255114,11044894
0,0,0,0,0,0,0,1,0,80,0,576217,199
0,0,0,0,0,1,8,5,0,295,1,576217,14342
0,1,0,0,0,0,1,9,0,278,0,10405,4673
0,1,0,0,0,0,4,3,0,279,0,10405,551
0,1,0,0,0,0,5,4,0,194,0,10405,583
0,1,0,0,0,0,2,3,0,195,0,10405,253355
0,1,0,0,0,0,2,2,0,273,0,10405,1261
0,1,0,0,0,0,1,0,0,279,0,10405,1689
0,1,0,0,0,0,1,6,0,209,1,10405,740
0,1,0,0,0,0,1,10,0,269,0,10405,2354
0,0,0,0,0,0,4,0,0,277,0,10405,7376
0,1,0,0,0,0,1,4,0,272,0,10405,1479
0,1,0,0,0,0,1,1,0,246,1,10405,1493
0,1,0,0,0,0,0,4,0,199,1,10405,12915
0,1,0,0,0,0,2,2,0,238,0,10405,469
0,1,0,0,0,0,2,3,0,274,0,10405,814
0,1,0,0,0,0,0,14,0,255,0,10405,167
0,1,0,0,0,0,1,12,0,303,1,10405,17735
1,1,0,0,0,0,3,7,0,273,0,10405,5070
1,1,0,0,0,0,2,4,0,303,1,10405,1268
0,1,0,0,0,0,2,4,0,280,1,10405,1548
0,1,0,0,0,0,1,2,0,279,0,10405,1609
0,0,0,0,0,0,0,0,1,86,0,129257,13825
1,0,0,0,0,0,0,1,0,62,0,129257,848
0,0,0,0,0,0,0,0,1,134,0,129257,12383
1,0,0,0,0,0,0,0,0,106,1,129257,7595
0,0,0,0,1,0,0,1,1,34,0,129257,247
0,1,0,0,1,0,0,0,1,94,0,129257,22881
1,1,0,0,1,0,1,0,1,84,0,129257,9617
0,0,0,0,1,0,0,0,0,76,1,129257,18954
0,0,0,0,0,0,1,0,1,46,0,129257,10646
1,1,0,0,0,0,0,0,0,287,0,129257,6460
0,0,0,0,1,0,0,0,0,304,1,129257,7615
1,0,0,0,0,0,0,0,0,215,1,129257,10440
0,0,0,0,0,0,0,2,0,37,0,129257,464
0,0,0,0,1,0,0,0,1,121,0,129257,74300
0,0,0,0,0,0,0,0,0,38,1,129257,14274
0,0,0,0,1,0,0,0,1,122,1,129257,49526
0,0,0,0,1,0,0,0,0,126,1,129257,30046
0,0,0,0,0,0,0,1,0,147,0,129257,238
0,0,0,0,1,0,0,0,1,127,1,129257,10766
0,0,0,0,1,0,0,0,1,72,0,129257,24920
0,0,0,0,1,0,0,0,0,97,1,129257,25400
0,0,0,0,1,0,0,0,0,96,0,129257,5351
0,0,0,0,0,1,0,0,1,73,1,129257,10182
1,1,0,0,0,0,0,0,1,53,0,129257,9072
0,0,0,0,1,0,0,0,1,80,0,129257,38370
0,0,0,0,1,0,0,1,0,100,0,129257,227
1,1,0,0,1,0,0,0,1,92,0,129257,49288
0,1,0,0,0,0,0,0,1,71,0,129257,8586
0,0,0,0,1,0,0,0,0,163,0,129257,6514
0,0,0,0,0,0,0,0,0,107,1,129257,10138
1,1,0,0,1,0,0,0,0,132,1,129257,8880
0,0,0,0,0,0,0,2,0,96,0,129257,164
0,0,0,0,0,0,0,2,0,109,0,129257,300
0,1,0,0,0,0,0,0,0,275,0,129257,7554
1,0,0,0,0,0,0,0,0,273,1,129257,10257
0,0,0,0,1,0,0,0,1,47,1,129257,11525
0,0,0,0,0,0,0,0,0,116,1,129257,8299
1,0,0,0,0,0,0,1,0,225,0,129257,126
0,0,0,0,1,0,0,0,1,48,0,129257,19269
0,0,0,0,0,0,0,0,0,96,1,129257,6123
1,1,0,0,0,0,0,0,1,54,0,129257,12385
0,0,0,0,0,0,0,0,0,54,0,129257,9562
0,0,0,0,1,0,0,0,1,51,0,129257,9246
0,0,0,0,1,0,0,0,0,87,1,129257,73064
1,0,0,0,0,0,0,0,1,146,0,129257,19002
1,1,0,0,0,0,0,0,1,333,1,129257,10912
1,0,0,0,0,0,0,1,0,278,0,129257,177
1,0,0,0,0,0,0,0,0,123,1,129257,8379
0,0,0,0,0,0,1,0,1,112,0,129257,12147
0,0,0,0,1,0,0,0,0,202,0,129257,8473
0,0,0,0,0,0,0,0,1,108,0,129257,10140
0,0,0,0,0,0,0,0,1,71,0,129257,11145
1,0,0,0,0,0,0,1,0,294,0,129257,219
0,0,0,0,0,0,0,0,0,121,1,129257,17937
1,0,0,0,0,0,0,0,0,258,0,129257,7811
0,0,0,0,1,0,0,0,1,305,0,129257,23450
