dummy_entertainment,dummy_entertainmentleisurebusiness,dummy_jeanlucmlenchon,dummy_nikosaliagas,dummy_politicalfigures,dummy_soccer,hashtags_count,mentions_count,tweet_external_urls_count,tweet_length,tweet_medias_count,followers_count,impression_count
1,0,0,0,0,0,0,0,1,117,0,129257,13676
0,0,0,0,1,0,0,0,1,137,0,129257,15003
0,0,0,0,1,0,0,0,1,50,0,129257,21534
1,0,0,0,0,0,1,0,0,206,0,129257,6651
0,0,0,0,1,0,0,0,0,81,1,129257,6145
0,0,0,0,1,0,0,0,0,101,1,129257,10081
0,0,0,0,1,0,0,0,1,299,0,129257,9926
0,0,0,0,1,0,0,0,0,88,1,129257,35772
0,0,0,0,1,0,0,0,0,79,1,129257,23479
0,0,0,0,1,0,0,0,0,140,0,129257,26570
0,0,0,0,1,0,0,0,0,162,0,129257,5316
0,0,0,0,1,0,0,5,0,77,0,129257,5382
0,0,0,0,1,0,0,0,1,98,1,129257,56411
1,0,0,0,0,0,0,1,0,241,0,129257,591
0,0,0,0,1,0,0,0,0,149,1,129257,93035
0,0,0,0,0,0,0,0,0,64,1,129257,5055
0,0,0,0,0,0,0,0,1,34,0,129257,7828
0,0,0,0,0,0,0,0,2,108,0,129257,5821
0,0,0,0,0,0,0,0,2,108,0,129257,3785
0,0,0,0,0,0,0,0,0,44,1,129257,4430
0,0,0,0,0,0,0,2,0,243,0,129257,2605
1,1,0,0,0,0,0,0,1,218,0,129257,9848
1,0,0,0,0,0,1,0,0,183,1,129257,9189
0,1,0,0,1,0,0,0,0,228,1,129257,9648
1,1,0,0,0,0,0,0,1,208,0,129257,12178
0,0,0,0,0,0,0,0,0,108,1,129257,5934
1,0,0,0,0,0,0,0,0,279,0,129257,5219
0,1,0,0,0,0,0,3,0,131,0,129257,1348
0,0,0,1,0,0,0,0,0,133,1,129257,8599
0,0,0,0,0,0,0,0,0,71,1,129257,12826
0,0,0,0,0,0,1,0,0,282,0,129257,6787
0,1,0,0,0,0,0,0,1,41,0,129257,21602
1,1,0,0,0,0,0,0,1,146,0,129257,28367
0,1,0,0,0,0,0,0,1,92,1,129257,10024
0,0,0,0,0,0,0,0,0,306,1,129257,7611
1,0,0,0,0,0,0,0,0,88,2,129257,10808
0,1,0,0,0,0,0,0,1,70,0,129257,10520
0,1,0,0,0,0,0,0,1,58,0,129257,25562
0,0,0,0,1,0,0,0,1,203,0,129257,10183
0,0,0,0,1,0,0,0,1,69,0,129257,10246
0,1,0,0,0,0,0,1,0,200,0,129257,107
0,0,0,0,0,0,0,1,0,16,0,129257,1534
1,1,0,0,0,0,0,0,1,91,0,129257,10953
0,0,0,0,0,0,0,0,1,97,0,129257,19578
1,0,0,0,1,0,0,0,0,69,2,129257,8480
1,0,0,0,0,0,0,0,0,43,1,129257,9589
0,0,0,0,0,0,0,0,1,88,0,129257,8932
0,0,0,0,1,0,0,0,1,292,0,129257,8335
1,1,0,0,1,0,0,0,1,285,0,129257,20356
0,0,0,0,1,0,0,0,0,177,0,129257,10891
0,0,0,0,0,0,0,0,0,97,0,129257,8065
1,0,0,0,0,0,0,0,0,149,2,129257,4955
1,1,0,0,0,0,0,0,0,175,1,129257,8513
0,0,0,0,1,0,0,0,1,87,0,129257,11615
0,0,0,0,0,0,0,0,1,106,0,129257,12146
0,0,0,0,0,0,1,0,0,129,1,129257,6209
0,0,0,0,1,0,0,0,0,172,1,129257,10147
0,0,0,0,0,0,0,0,1,68,0,129257,13160
0,0,0,0,1,0,0,0,1,107,0,129257,12732
0,0,0,0,1,0,0,0,1,104,2,129257,12916
0,0,0,0,1,0,0,0,1,80,0,129257,18067
1,0,0,0,0,0,0,0,0,99,1,129257,5811
1,1,0,0,0,0,0,0,1,53,0,129257,12687
0,0,0,1,0,0,0,1,0,138,0,129257,7768
0,0,0,0,0,0,0,0,0,120,1,129257,6382
0,0,0,0,1,0,0,0,1,144,1,129257,12438
1,0,0,0,0,0,1,0,0,221,0,129257,6803
1,1,0,0,0,0,0,0,0,56,1,129257,6401
0,0,0,0,1,0,0,0,1,81,0,129257,29985
0,0,0,0,1,0,0,0,0,142,1,129257,98214
1,0,0,0,0,0,0,0,0,264,0,129257,10580
0,0,0,0,1,0,0,0,1,132,0,129257,5710
0,0,0,0,0,0,0,0,1,80,0,129257,10080
0,0,0,0,1,0,1,0,0,144,1,129257,18620
0,0,0,0,0,0,0,0,1,96,0,129257,11380
1,1,0,0,0,0,0,0,1,42,0,129257,10544
1,0,0,0,0,0,0,0,0,151,1,129257,8592
1,1,0,0,1,0,0,0,1,174,0,129257,9638
0,0,0,0,0,0,0,0,0,80,2,129257,6323
0,0,0,0,0,0,0,0,0,89,1,129257,7583
1,0,0,0,0,0,0,0,0,153,0,129257,4835
0,0,0,0,0,0,1,0,0,50,1,129257,7382
0,0,0,0,0,0,0,0,1,122,0,129257,8281
0,0,0,0,1,0,1,0,1,64,0,129257,4828
1,1,0,0,1,0,0,1,1,206,1,129257,23037
0,0,0,0,1,0,0,0,0,82,0,129257,6297
0,0,0,0,1,0,0,0,0,70,0,129257,4699
1,0,0,0,0,0,1,0,1,157,0,129257,11610
1,1,0,0,1,0,0,0,1,293,0,129257,20266
1,0,0,0,0,0,0,0,0,225,0,129257,10669
1,0,0,0,0,0,0,0,0,167,3,129257,10739
1,1,0,0,0,0,0,0,1,67,0,129257,8727
1,1,0,0,1,0,1,0,1,75,0,129257,11380
1,1,0,0,1,0,0,0,0,120,1,129257,42997
1,1,0,0,0,0,1,0,0,108,0,129257,7308
1,1,0,0,0,0,1,0,0,81,1,129257,7356
1,1,0,0,0,0,1,0,0,83,1,129257,14889
1,1,0,0,0,0,2,0,0,171,1,129257,7694
1,1,0,0,0,0,1,0,0,116,0,129257,8187
1,1,0,0,0,0,1,0,0,118,0,129257,6845
1,1,0,0,0,0,1,0,0,212,0,129257,6439
1,1,0,0,0,0,0,0,1,126,0,129257,11223
1,1,0,0,1,0,1,0,0,74,0,129257,6240
1,1,0,0,0,0,1,0,0,131,0,129257,7564
1,1,0,0,0,0,1,0,0,86,0,129257,6124
1,1,0,0,0,0,0,0,0,126,0,129257,6966
1,1,0,0,0,0,1,0,0,38,0,129257,5565
1,1,0,0,0,0,1,0,0,52,0,129257,6670
1,1,0,0,0,0,0,0,0,180,0,129257,12640
1,1,0,0,0,0,1,0,0,136,0,129257,5945
1,1,0,0,0,0,0,0,0,64,0,129257,10378
1,1,0,0,0,0,0,0,0,222,0,129257,6108
1,1,0,0,0,0,0,0,0,103,1,129257,7638
0,0,0,0,0,0,0,0,1,64,0,129257,9157
0,0,0,1,0,0,0,0,0,64,1,129257,8752
1,1,0,0,0,0,0,0,0,281,0,129257,8431
0,0,0,0,1,0,0,0,1,29,0,129257,18832
1,0,0,0,0,0,0,1,0,74,0,129257,159
0,0,0,0,0,0,0,0,1,82,1,129257,11565
0,0,0,0,1,0,0,0,1,72,0,129257,11099
0,0,0,0,1,0,0,0,0,73,1,129257,81388
0,0,0,0,0,0,0,0,0,111,1,129257,7920
0,1,0,0,0,0,0,0,0,154,0,129257,8894
0,0,0,0,0,0,1,0,1,107,0,129257,10474
0,0,0,0,0,0,0,1,0,91,0,129257,360
1,1,0,0,0,0,0,0,0,210,0,129257,12564
1,0,0,0,0,0,0,0,0,91,0,129257,4507
1,0,0,0,0,0,0,0,1,75,0,129257,12977
0,0,0,0,0,0,0,1,0,65,0,129257,153
0,0,0,0,1,0,0,0,0,153,0,129257,6003
1,1,0,0,0,0,0,0,0,182,1,129257,5131
0,0,0,0,1,0,0,0,1,76,0,129257,29165
0,0,0,0,1,0,0,0,0,87,1,129257,26954
0,0,0,0,1,0,0,0,1,60,0,129257,11791
0,0,0,0,1,0,0,0,0,102,1,129257,63472
0,0,0,0,1,0,0,0,0,64,1,129257,6313
0,0,0,0,1,0,0,0,0,162,0,129257,5323
0,0,0,0,0,0,0,0,1,69,0,129257,8400
1,0,0,0,0,0,0,0,0,182,1,129257,4823
1,1,0,0,1,0,0,0,1,73,0,129257,10811
1,1,0,0,0,0,0,0,0,173,1,129257,7163
1,1,0,0,0,0,0,0,0,70,1,129257,8875
1,0,0,0,0,0,0,0,1,135,1,129257,9103
1,0,0,0,0,0,0,0,1,135,1,129257,4277
0,1,0,0,0,0,0,0,1,80,0,129257,12150
1,0,0,0,0,0,0,0,1,229,1,129257,11728
0,0,0,0,0,0,0,0,0,173,0,129257,7107
0,0,0,0,0,0,0,0,1,47,1,129257,12940
1,0,0,0,0,0,0,1,0,58,0,129257,388
1,0,0,0,0,0,0,1,0,297,0,129257,1297
0,1,0,0,0,0,0,0,0,120,1,129257,14382
0,0,0,0,0,0,0,0,0,214,1,129257,106780
0,0,0,0,0,0,0,0,0,71,0,129257,7655
1,0,0,0,0,0,0,0,1,44,0,129257,8313
0,0,0,0,1,0,0,0,1,47,1,129257,8391
1,1,0,0,0,0,0,0,0,86,0,129257,7701
1,0,0,0,0,0,0,0,0,70,1,129257,10192
1,1,0,0,0,0,0,0,0,231,1,129257,8720
0,0,0,0,0,0,0,0,1,46,0,129257,13812
0,0,0,0,0,0,0,0,1,79,0,129257,14531
1,1,0,0,1,0,0,0,1,155,0,129257,8692
1,0,0,0,0,0,0,0,1,83,0,129257,9888
1,0,0,0,0,0,0,0,1,41,0,129257,15777
0,0,0,0,0,0,0,0,0,199,0,129257,8162
0,0,0,0,0,0,0,0,0,204,1,129257,7086
1,0,0,0,0,0,0,0,0,215,0,129257,4652
0,0,0,0,1,0,0,0,0,237,0,129257,6161
0,0,0,0,1,0,0,0,0,211,0,129257,8706
1,1,0,0,0,0,0,0,0,149,1,129257,8728
0,0,0,0,0,0,0,0,1,135,0,129257,14604
1,0,0,0,0,0,0,0,1,221,0,129257,12712
0,0,0,0,1,0,0,1,1,102,0,129257,10133
0,0,0,0,1,0,0,0,0,113,1,129257,42435
0,0,0,0,1,0,0,0,0,97,0,129257,11111
0,0,0,0,0,0,0,2,0,284,0,129257,215
0,0,0,1,0,0,0,1,0,89,0,129257,415
0,0,0,0,0,0,0,0,1,236,0,129257,14483
0,0,0,0,0,0,0,0,1,65,0,129257,12013
0,0,0,0,0,0,0,0,0,133,1,129257,65002
0,0,0,0,0,0,0,1,0,53,0,129257,3706
0,0,0,0,1,0,0,0,0,282,0,129257,8786
0,0,0,0,1,0,0,0,1,99,0,129257,21520
0,1,0,0,0,0,0,0,0,34,0,129257,8286
1,0,0,0,0,0,0,0,4,304,1,129257,28164
0,1,0,0,0,0,0,0,1,155,0,129257,12356
0,1,0,0,0,0,0,0,1,48,0,129257,37392
0,0,0,0,0,0,0,0,1,156,0,129257,15519
1,1,0,0,1,0,0,0,0,290,1,129257,12078
0,0,0,0,1,0,0,0,1,29,0,129257,21597
0,0,0,0,0,0,0,0,1,105,0,129257,11899
0,0,0,0,1,0,1,0,1,92,0,129257,55638
0,0,0,0,1,0,0,0,0,106,1,129257,104742
0,0,0,0,0,0,0,0,0,58,1,129257,10239
1,0,0,0,0,0,1,0,1,210,0,129257,5182
0,0,0,0,0,0,0,0,1,107,0,129257,10181
0,0,0,0,0,1,1,0,1,156,0,129257,9856
0,0,0,0,0,0,0,0,1,50,0,129257,8824
0,0,0,0,0,0,1,0,0,91,1,129257,5774
1,0,0,0,0,0,0,1,1,160,0,129257,149
0,0,0,0,1,0,0,0,0,82,1,129257,42279
0,1,0,0,0,0,0,0,1,115,0,129257,14226
0,0,0,0,1,0,0,0,1,54,0,129257,14674
1,1,0,0,1,0,0,0,1,232,0,129257,11429
1,0,0,0,0,0,0,2,0,23,0,129257,1175
1,1,0,0,0,0,0,0,1,69,0,129257,11720
0,0,0,0,1,0,0,0,1,87,0,129257,10271
0,1,0,0,1,0,1,0,1,119,0,129257,9697
0,0,0,0,1,0,0,1,1,105,0,129257,1996
0,0,0,0,0,0,0,0,0,141,1,129257,11196
1,1,0,0,0,0,0,0,1,156,0,129257,10251
1,0,0,0,0,0,0,2,1,62,0,129257,100
1,0,0,0,0,0,0,0,2,213,0,129257,14657
0,0,0,0,1,0,0,0,1,82,0,129257,12162
1,0,0,0,0,0,0,1,1,88,0,129257,5261
1,0,0,0,0,0,0,0,0,114,1,129257,28005
0,0,0,0,0,0,0,1,0,123,0,129257,195
1,0,0,0,0,0,0,0,0,115,0,129257,7342
1,0,0,0,0,0,0,0,1,135,0,129257,20913
1,0,0,0,0,0,0,0,0,96,0,129257,7982
1,0,0,0,0,0,0,0,1,57,0,129257,22162
1,0,0,0,0,0,0,2,0,119,0,129257,609
0,0,0,0,0,0,0,0,0,173,0,129257,11594
1,0,0,0,0,0,0,0,0,106,0,129257,7852
1,0,0,0,0,0,0,0,0,145,0,129257,10952
0,0,0,0,0,0,0,0,0,74,0,129257,6093
0,0,0,0,0,0,0,1,0,89,1,129257,32396
1,0,0,0,0,0,0,1,0,199,0,129257,100
0,0,0,0,1,0,0,0,1,52,0,129257,28571
1,1,0,0,0,0,0,0,0,138,0,129257,6367
1,1,0,0,0,0,0,0,1,101,0,129257,12981
0,0,0,0,0,0,0,0,0,184,0,129257,9540
1,0,0,0,0,0,0,0,0,61,0,129257,9408
1,1,0,0,0,0,0,0,0,77,0,129257,5514
0,1,0,0,0,0,0,0,0,102,1,129257,10518
1,0,0,0,0,0,0,1,0,42,0,129257,204
1,0,0,0,0,0,1,0,0,159,1,129257,10663
1,0,0,0,0,0,0,0,0,308,1,129257,8315
0,0,0,0,1,0,0,0,0,76,1,129257,13350
0,0,0,0,1,0,0,0,1,71,0,129257,21895
0,0,0,0,1,0,0,0,0,116,1,129257,37742
1,1,0,0,0,0,0,0,1,104,0,129257,11670
0,1,0,0,0,0,0,0,1,228,0,129257,14508
0,0,0,0,0,0,0,0,0,111,0,129257,9766
1,1,0,0,0,0,0,0,0,61,0,129257,10502
0,0,0,0,0,0,0,1,0,79,0,129257,105
0,1,0,0,0,0,0,0,0,124,1,129257,14617
0,0,0,0,0,0,0,0,0,83,1,129257,16482
0,0,0,0,0,0,0,0,1,71,0,129257,11098
1,0,0,0,0,0,0,0,1,156,0,129257,12076
0,0,0,1,0,0,0,0,0,287,0,129257,27728
1,0,0,0,0,0,0,0,0,93,1,129257,12685
0,1,0,0,0,0,0,0,1,42,0,129257,17343
0,0,0,0,0,0,0,0,0,75,0,129257,7470
0,0,0,0,0,0,0,0,0,63,1,129257,18389
1,0,0,0,0,0,0,1,0,42,0,129257,131
0,0,0,0,1,0,0,0,0,59,1,129257,22067
1,0,0,0,0,0,0,1,0,74,0,129257,112
1,0,0,0,0,0,0,0,1,61,0,129257,9268
1,0,0,0,0,0,0,0,0,142,1,129257,17177
0,0,0,0,0,0,0,0,0,132,0,129257,6422
1,1,0,0,1,0,0,0,1,174,0,129257,9971
0,0,0,0,0,0,0,0,1,71,0,129257,8975
1,0,0,0,0,0,0,0,1,90,0,129257,9668
1,1,0,0,0,0,0,0,1,38,0,129257,9067
1,1,0,0,0,0,0,0,0,123,0,129257,6276
1,0,0,0,0,0,0,0,0,155,0,129257,9589
0,0,0,0,0,0,0,0,1,234,0,129257,10607
0,1,0,0,0,0,0,0,0,65,0,129257,6386
0,0,0,1,0,0,0,0,0,65,1,129257,6656
1,0,0,0,0,0,0,0,1,109,3,129257,7546
1,0,0,0,0,0,0,0,0,69,0,129257,7648
1,0,0,0,0,0,0,0,0,29,0,129257,4503
0,1,0,0,0,0,0,0,0,177,1,129257,12941
1,0,0,0,0,0,0,0,1,31,0,129257,8117
1,0,0,0,0,0,0,0,0,187,1,129257,4149
0,1,0,0,0,0,0,0,0,86,1,129257,17984
0,1,0,0,0,0,0,0,0,37,0,129257,8615
1,0,0,0,0,0,0,1,1,76,0,129257,7225
1,1,0,0,0,0,0,0,0,193,1,129257,8912
0,0,0,0,0,0,2,0,0,153,0,129257,8885
1,0,0,0,0,0,0,0,1,35,0,129257,16541
0,0,0,0,1,0,0,1,1,62,0,129257,742
0,0,0,0,1,0,0,0,1,102,1,129257,14488
0,0,0,0,0,0,1,0,1,158,0,129257,4156
0,0,0,0,1,0,0,0,1,61,0,129257,5557
1,0,0,0,0,0,0,0,0,51,0,129257,6924
0,0,0,0,1,0,0,0,0,263,0,129257,15593
0,0,0,0,0,0,0,0,0,303,1,129257,7178
0,0,0,0,0,0,0,0,0,79,1,129257,5659
0,0,0,0,0,0,0,0,1,38,0,129257,7996
1,0,0,0,0,0,0,0,1,44,0,129257,9763
1,1,0,0,1,0,0,0,1,48,0,129257,8969
1,0,0,0,0,0,0,0,0,196,1,129257,17430
0,0,0,1,0,0,0,0,0,79,0,129257,7701
1,1,0,0,1,0,0,0,1,92,0,129257,6807
0,0,0,0,1,0,0,0,1,89,0,129257,11383
0,0,0,0,1,0,0,0,0,106,1,129257,55771
1,0,0,0,0,0,0,0,0,48,1,129257,32254
1,0,0,0,0,0,0,0,0,204,1,129257,8388
1,0,0,0,0,0,0,0,1,78,0,129257,7544
1,1,0,0,0,0,0,0,0,164,1,129257,8110
0,0,0,0,1,0,0,0,1,92,0,129257,8582
0,0,0,0,1,0,0,1,0,148,0,129257,1679
0,0,0,0,1,0,0,0,0,134,1,129257,50762
1,1,0,0,0,0,0,0,0,210,1,129257,14695
0,1,0,0,0,0,0,0,0,72,0,129257,10397
0,0,0,0,1,0,0,0,1,69,0,129257,60878
0,0,0,0,0,0,0,0,0,44,1,129257,11868
1,0,0,0,0,0,0,0,0,126,0,129257,8430
0,0,0,0,1,0,0,0,1,44,0,129257,14686
0,0,0,0,1,0,0,1,0,135,0,129257,1396
0,0,0,0,0,0,0,0,1,54,0,129257,9718
0,1,0,0,0,0,0,0,0,40,1,129257,12760
0,1,0,0,0,0,0,0,0,62,0,129257,9222
0,0,0,0,1,0,0,0,0,85,0,129257,11198
0,0,0,0,0,0,0,0,0,113,1,129257,10596
0,0,0,0,0,0,0,1,0,62,0,129257,322
1,1,0,0,1,0,0,0,0,221,1,129257,4882
0,1,0,0,0,0,0,0,0,103,0,129257,9812
0,0,0,0,0,0,0,0,0,72,0,129257,4572
1,1,0,0,0,0,0,0,1,121,0,129257,9456
0,0,0,0,1,0,0,0,0,71,0,129257,8940
1,1,0,0,1,0,0,0,1,75,0,129257,7064
0,0,0,0,0,0,1,0,0,110,1,388672,4037
0,0,0,0,0,1,0,0,0,250,1,388672,6656
1,0,0,0,0,0,1,0,0,265,0,388672,3987
0,0,0,0,0,0,0,0,0,117,1,388672,11382
0,0,0,0,0,0,0,0,0,173,1,388672,18826
0,0,0,0,0,1,0,0,0,303,1,388672,3209
0,1,0,0,0,0,0,1,0,150,0,388672,1481
0,0,0,0,0,1,0,1,0,115,1,388672,9035
0,1,0,0,0,0,0,0,0,254,1,388672,26878
0,0,0,0,0,1,0,2,0,260,0,388672,6219
0,1,0,0,0,0,1,0,0,214,1,388672,69460
0,0,0,0,0,1,0,1,0,89,0,388672,3280
0,0,0,0,0,1,0,0,0,60,1,388672,3458
1,0,0,0,0,0,0,0,0,292,1,388672,13108
0,0,0,0,0,1,0,0,0,277,1,388672,11188
0,0,0,0,0,0,0,0,0,193,1,388672,5919
0,1,0,0,0,0,0,0,0,276,1,388672,21902
0,0,0,0,0,1,0,1,0,279,0,388672,3528
0,0,0,0,1,0,2,0,0,290,1,388672,5598
0,1,0,0,0,0,1,0,0,226,1,388672,287453
1,0,0,0,0,0,1,0,0,283,1,388672,10785
1,0,0,0,0,0,1,1,0,303,1,388672,2758
1,0,0,0,0,0,0,0,0,181,1,388672,74680
1,0,0,0,0,0,0,1,0,123,1,388672,68252
0,1,0,0,0,0,1,0,0,255,1,388672,674258
0,0,0,0,0,1,0,2,0,98,0,388672,1966
1,0,0,0,0,0,0,1,0,44,0,388672,1156
1,0,0,0,0,0,0,1,0,35,0,388672,26525
0,1,0,0,0,0,0,0,0,46,1,388672,9911
0,0,0,0,0,1,1,0,0,174,1,388672,26018
0,0,0,0,0,1,1,0,0,259,0,388672,31984
0,0,0,0,1,0,0,0,1,123,0,492612,421853
1,0,0,0,0,0,1,2,1,261,0,492612,23089
1,0,0,0,0,0,0,1,1,61,0,492612,3357
1,0,0,0,0,0,0,1,0,258,0,492612,2862
1,0,0,0,0,0,0,1,1,99,0,492612,513
1,0,0,0,0,0,1,2,0,211,0,492612,3988
1,0,0,0,0,0,0,3,0,195,0,492612,19594
1,0,0,0,0,0,1,0,0,255,0,492612,4638
1,0,0,0,0,0,1,2,0,277,0,492612,17737
1,1,0,0,0,0,0,0,1,162,0,492612,35794
1,0,0,0,0,0,0,0,1,153,0,492612,8091
1,0,0,0,0,0,0,2,0,26,0,492612,841
1,1,0,0,0,0,0,0,1,81,0,492612,7014
0,1,0,0,0,0,0,0,1,252,0,492612,7823
0,1,0,0,0,0,0,1,0,268,1,13441,106826
0,0,0,0,0,0,0,0,1,35,0,6047441,120795
0,0,0,0,0,0,0,0,1,51,0,6047441,146407
0,0,0,0,0,0,0,0,1,28,0,6047441,99229
0,0,0,0,0,0,0,1,0,55,1,6047441,223212
0,0,0,0,0,0,0,0,1,111,0,6047441,293123
0,0,0,0,0,0,0,0,1,30,0,6047441,152857
0,0,0,0,0,0,0,0,1,30,0,6047441,170814
0,0,0,0,0,0,0,0,1,34,0,6047441,171368
0,0,0,0,0,0,0,0,1,46,0,6047441,121660
0,0,0,0,0,0,0,0,1,33,0,6047441,208692
0,0,0,0,0,0,1,1,0,130,1,6047441,114046
0,0,0,0,0,0,0,0,1,30,0,6047441,136985
0,0,0,0,0,0,1,0,0,95,1,6047441,150675
0,0,0,0,0,0,1,0,0,49,1,6047441,462135
0,0,0,0,0,0,1,2,0,147,2,6047441,365947
0,0,0,0,0,0,0,2,0,84,0,6047441,61701
0,0,0,0,0,0,0,0,1,26,0,6047441,199980
0,0,0,0,0,0,0,0,1,74,1,6047441,250053
0,0,0,0,0,0,0,0,1,27,0,6047441,138926
0,0,0,0,0,0,0,0,1,54,0,6047441,255288
0,0,0,0,0,0,0,0,1,95,0,6047441,519512
0,0,0,0,0,0,0,0,1,32,0,6047441,163539
0,0,0,0,0,0,0,0,1,28,0,6047441,170946
0,0,0,0,0,0,3,0,1,145,1,6047441,146980
0,0,0,0,0,0,1,0,1,111,1,6047441,147402
0,0,0,0,0,0,0,1,1,138,1,6047441,91014
0,0,0,0,0,0,1,0,1,193,1,6047441,253719
0,0,0,0,0,0,0,0,1,37,0,6047441,243080
0,0,0,0,0,0,0,2,1,118,0,6047441,180458
0,0,0,0,0,0,0,0,2,93,0,6047441,109575
0,0,0,0,0,0,0,1,0,115,1,6047441,211918
0,0,0,0,0,0,0,0,1,36,0,6047441,102189
1,0,0,0,0,0,0,0,1,28,0,6047441,198958
0,0,0,0,0,0,0,0,1,32,0,6047441,262250
0,0,0,0,0,0,0,0,1,34,0,6047441,362714
0,0,0,0,1,0,0,0,1,209,0,6047441,171981
0,0,0,0,1,0,0,0,1,30,0,6047441,224059
0,0,0,0,1,0,0,0,1,34,0,6047441,150204
0,0,0,0,1,0,0,0,1,42,0,6047441,324775
0,0,0,0,1,0,0,1,1,92,0,6047441,208875
0,0,0,0,0,0,0,0,1,61,0,6047441,1040647
0,0,0,0,0,0,1,0,0,75,1,6047441,134673
0,0,0,0,0,0,0,0,1,111,0,6047441,594975
0,0,0,0,0,0,0,1,0,38,1,6047441,588915
0,0,0,0,0,0,0,0,0,100,4,6047441,212806
0,0,0,0,0,0,0,0,0,249,1,6047441,436392
0,0,0,0,0,0,0,0,1,73,0,6047441,453205
0,0,0,0,0,0,0,0,1,59,0,6047441,362198
0,0,0,0,0,0,0,0,1,166,0,6047441,641768
0,0,0,0,0,0,0,0,0,139,1,6047441,1612764
0,0,0,0,0,0,1,0,0,104,1,6047441,225935
0,0,0,0,0,0,0,0,1,47,1,6047441,571412
0,0,0,0,0,0,0,0,1,76,0,6047441,432922
0,0,0,0,0,0,0,0,1,67,0,6047441,313332
0,0,0,0,0,0,0,0,1,75,0,6047441,514920
0,0,0,0,0,0,0,0,1,43,0,6047441,690062
0,0,0,0,0,0,0,0,1,32,0,6047441,713739
0,0,0,0,0,0,2,0,1,72,0,6047441,334379
0,0,0,0,1,0,1,1,0,149,1,6047441,427503
0,0,0,0,0,0,0,0,1,47,0,6047441,432330
0,0,0,0,1,0,2,2,0,167,1,6047441,354842
0,0,0,0,1,0,1,1,0,295,1,6047441,1848284
0,0,0,0,0,0,0,0,0,202,1,6047441,567181
0,0,0,0,0,0,0,1,0,237,0,6047441,723252
0,0,0,0,0,0,0,1,1,222,0,6047441,559358
0,0,0,0,1,0,1,1,1,118,0,6047441,518938
0,0,0,0,0,0,0,0,1,41,0,6047441,787104
0,0,0,0,0,0,1,0,0,29,1,6047441,427885
0,0,0,0,0,0,0,1,0,276,0,6047441,348294
0,0,0,0,0,0,0,0,1,38,0,6047441,279165
0,0,0,0,0,0,0,0,1,42,0,6047441,586748
0,0,0,0,0,0,1,0,1,188,0,6047441,1795204
0,0,0,0,0,0,0,0,1,137,0,6047441,247316
0,0,0,0,0,0,0,0,1,95,0,6047441,217535
1,0,0,0,0,0,0,0,1,300,1,7565437,40478
1,0,0,0,0,0,0,0,1,138,1,7565437,61809
0,1,0,0,0,0,2,1,1,295,0,7565437,60198
1,0,0,0,0,0,0,0,1,62,1,7565437,56892
1,0,0,0,0,0,0,0,1,300,1,7565437,40478
1,0,0,0,0,0,0,0,1,138,1,7565437,61809
0,1,0,0,0,0,2,1,1,295,0,7565437,60198
1,0,0,0,0,0,0,0,1,62,1,7565437,56892
1,0,0,0,0,0,0,1,0,33,0,5991762,42176
1,0,0,0,0,0,0,0,1,49,0,5991762,398803
1,0,0,0,0,0,0,1,0,105,0,5991762,19048
1,0,0,0,0,0,0,1,0,108,0,5991762,190288
1,0,0,0,0,0,0,0,1,65,0,5991762,2425626
1,0,0,0,0,0,0,1,0,90,0,5991762,27678
1,0,0,0,0,0,0,1,0,39,0,5991762,15891
1,0,0,0,0,0,0,1,0,49,0,5991762,94972
1,0,0,0,0,0,0,2,0,43,0,5991762,72184
1,0,0,0,0,0,0,1,0,14,0,5991762,10950
1,0,0,0,0,0,0,1,0,96,0,5991762,51156
1,0,0,0,0,0,0,1,0,55,0,5991762,31378
1,0,0,0,0,0,0,1,0,89,1,5991762,111091
1,0,0,0,0,0,0,2,0,109,0,5991762,54516
0,0,0,0,0,0,1,0,0,119,1,5991762,1566786
1,0,0,0,0,0,0,1,0,81,0,5991762,54983
1,0,0,0,0,0,0,1,0,54,0,5991762,41177
1,0,0,0,0,0,0,0,0,58,1,5991762,5559487
1,0,0,0,0,0,0,1,0,42,0,5991762,48182
1,0,0,0,0,0,1,1,0,78,0,5991762,74309
1,0,0,0,0,0,0,1,1,142,1,5991762,476890
1,0,0,0,0,0,0,2,0,114,0,5991762,24627
1,0,0,0,0,0,0,1,0,108,0,5991762,58944
0,0,0,0,0,1,0,4,0,134,0,5991762,137543
0,0,0,0,0,0,0,3,0,144,0,5991762,1939999
0,0,0,0,0,0,0,3,0,53,1,5991762,177570
0,0,0,0,0,0,0,3,0,123,0,5991762,412707
1,0,0,0,0,0,0,1,0,38,0,5991762,30184
0,0,0,0,0,0,0,2,0,193,1,5991762,2460818
1,0,0,0,0,0,0,3,0,97,0,5991762,58160
1,0,0,0,0,0,0,1,0,70,0,5991762,37898
1,0,0,0,0,0,0,3,0,58,0,5991762,43928
1,0,0,0,0,0,0,1,0,47,0,5991762,24874
1,0,0,0,0,0,0,3,0,42,0,5991762,10330
0,0,0,0,0,0,0,0,1,72,0,5991762,97305
1,0,0,0,0,0,0,0,1,53,0,5991762,13733
1,0,0,0,0,0,0,0,0,88,3,5991762,38532
1,0,0,0,0,0,0,1,0,51,1,5991762,39589
1,0,0,0,0,0,0,8,0,119,0,5991762,19622
1,0,0,0,0,0,0,1,0,13,0,5991762,425
